0.3,0.45,0.6,0.65,0.7,0.75,0.8
-117,0.3955,1.0748,0.4008,1.1066,0.4096,1.186,0.4124,1.2256,0.4097,1.2257,0.5119,1.3447,0.5928,1.5343
-116,0.3808,1.0934,0.3859,1.1257,0.3941,1.2065,0.3966,1.2469,0.3941,1.2469,0.4929,1.3681,0.571,1.5609
-115,0.3657,1.1115,0.3705,1.1443,0.3782,1.2265,0.3805,1.2675,0.3781,1.2676,0.4735,1.3907,0.538,1.5868
-114,0.3502,1.129,0.3547,1.1624,0.362,1.2458,0.3641,1.2876,0.3617,1.2876,0.4535,1.4128,0.5149,1.612
-113,0.3343,1.146,0.3386,1.1799,0.3454,1.2646,0.3473,1.307,0.345,1.307,0.433,1.4341,0.4912,1.6363
-112,0.3181,1.1625,0.3221,1.1969,0.3284,1.2828,0.3301,1.3258,0.3279,1.3258,0.412,1.4547,0.4669,1.6599
-111,0.3015,1.1783,0.3053,1.2132,0.3112,1.3003,0.3127,1.3439,0.3106,1.3439,0.389,1.4746,0.4422,1.6826
-110,0.2847,1.1936,0.2882,1.2289,0.2936,1.3171,0.2932,1.3613,0.2917,1.3613,0.3672,1.4938,0.4169,1.7044
-109,0.2662,1.2082,0.2693,1.2439,0.2741,1.3333,0.2752,1.378,0.2739,1.378,0.3451,1.5121,0.3912,1.7253
-108,0.2488,1.2222,0.2517,1.2583,0.2561,1.3487,0.257,1.3939,0.2558,1.394,0.3226,1.5297,0.3651,1.7454
-107,0.2311,1.2355,0.2339,1.272,0.2378,1.3635,0.2386,1.4092,0.2375,1.4092,0.2997,1.5464,0.3385,1.7644
-106,0.2133,1.2481,0.2158,1.2851,0.2193,1.3774,0.22,1.4236,0.2191,1.4237,0.2766,1.5622,0.3117,1.7825
-105,0.1953,1.2601,0.1975,1.2974,0.2007,1.3906,0.2013,1.4373,0.2005,1.4373,0.2532,1.5773,0.2845,1.7996
-104,0.177,1.2713,0.179,1.309,0.1819,1.4031,0.1824,1.4501,0.1817,1.4502,0.2296,1.5914,0.257,1.8157
-103,0.1587,1.2818,0.1605,1.3198,0.1629,1.4147,0.1633,1.4621,0.1628,1.4622,0.2058,1.6046,0.2292,1.8308
-102,0.1402,1.2916,0.1417,1.3299,0.1438,1.4255,0.1442,1.4733,0.1438,1.4734,0.1818,1.6169,0.2013,1.8448
-101,0.1216,1.3007,0.1229,1.3392,0.1247,1.4355,0.1249,1.4837,0.1247,1.4838,0.1576,1.6283,0.1731,1.8578
-100,0.1029,1.309,0.104,1.3478,0.1054,1.4447,0.1056,1.4932,0.1055,1.4933,0.1333,1.6387,0.1448,1.8696
-99,0.0841,1.3166,0.085,1.3556,0.0861,1.4531,0.0863,1.5018,0.0863,1.5019,0.1089,1.6482,0.1163,1.8804
-98,0.0653,1.3233,0.0659,1.3625,0.0668,1.4606,0.0669,1.5096,0.0671,1.5097,0.0845,1.6567,0.0878,1.8901
-97,0.0464,1.3293,0.0469,1.3687,0.0474,1.4672,0.0474,1.5164,0.0478,1.5165,0.0599,1.6642,0.0592,1.8986
-96,0.0276,1.3345,0.0278,1.3741,0.0281,1.4729,0.028,1.5224,0.0286,1.5225,0.0354,1.6708,0.0306,1.906
-95,0.0087,1.339,0.0087,1.3786,0.0087,1.4778,0.0086,1.5274,0.0093,1.5275,0.0109,1.6763,0.002,1.9123
-94,-0.0101,1.3426,-0.0103,1.3824,-0.0106,1.4818,-0.0107,1.5315,-0.0099,1.5317,-0.0136,1.6809,-0.0266,1.9175
-93,-0.0289,1.3454,-0.0293,1.3853,-0.0298,1.4849,-0.03,1.5348,-0.029,1.5349,-0.038,1.6844,-0.0551,1.9214
-92,-0.0476,1.3474,-0.0482,1.3873,-0.049,1.4872,-0.0492,1.5371,-0.0481,1.5372,-0.0623,1.6869,-0.0835,1.9243
-91,-0.0662,1.3486,-0.067,1.3886,-0.0681,1.4885,-0.0684,1.5384,-0.067,1.5386,-0.0865,1.6885,-0.1118,1.9259
-90,-0.0847,1.349,-0.0857,1.389,-0.0871,1.4889,-0.0874,1.5389,-0.0859,1.539,-0.1106,1.6889,-0.1399,1.9264
-89,-0.1031,1.3486,-0.1043,1.3886,-0.106,1.4885,-0.1063,1.5384,-0.1047,1.5385,-0.1345,1.6884,-0.1679,1.9257
-88,-0.1214,1.3474,-0.1228,1.3873,-0.1247,1.4871,-0.1251,1.537,-0.1233,1.5371,-0.1583,1.6869,-0.1956,1.9239
-87,-0.1395,1.3453,-0.1411,1.3852,-0.1433,1.4849,-0.1437,1.5347,-0.1417,1.5348,-0.1818,1.6843,-0.2231,1.9209
-86,-0.1574,1.3425,-0.1592,1.3823,-0.1616,1.4817,-0.1621,1.5314,-0.16,1.5316,-0.2051,1.6808,-0.2503,1.9168
-85,-0.1751,1.3389,-0.1771,1.3785,-0.1798,1.4777,-0.1804,1.5273,-0.1781,1.5274,-0.2281,1.6762,-0.2772,1.9114
-84,-0.1926,1.3344,-0.1949,1.374,-0.1978,1.4728,-0.1985,1.5222,-0.196,1.5224,-0.2509,1.6706,-0.3038,1.905
-83,-0.2099,1.3292,-0.2123,1.3686,-0.2156,1.467,-0.2163,1.5162,-0.2137,1.5164,-0.2734,1.6641,-0.3301,1.8974
-82,-0.2269,1.3232,-0.2296,1.3624,-0.2332,1.4604,-0.2339,1.5093,-0.2312,1.5095,-0.2955,1.6565,-0.3559,1.8887
-81,-0.2437,1.3164,-0.2466,1.3554,-0.2505,1.4529,-0.2513,1.5016,-0.2484,1.5017,-0.3173,1.648,-0.3814,1.8788
-80,-0.2602,1.3088,-0.2633,1.3476,-0.2675,1.4445,-0.2684,1.4929,-0.2654,1.4931,-0.3387,1.6385,-0.4064,1.8679
-79,-0.2765,1.3005,-0.2797,1.339,-0.2842,1.4353,-0.2852,1.4834,-0.2821,1.4836,-0.3597,1.628,-0.431,1.8558
-78,-0.2924,1.2914,-0.2958,1.3297,-0.3007,1.4253,-0.3018,1.473,-0.2985,1.4732,-0.3804,1.6166,-0.4551,1.8427
-77,-0.308,1.2816,-0.3117,1.3196,-0.3168,1.4144,-0.318,1.4618,-0.3146,1.462,-0.4006,1.6043,-0.4787,1.8285
-76,-0.3232,1.2711,-0.3271,1.3087,-0.3327,1.4027,-0.3339,1.4497,-0.3304,1.4499,-0.4203,1.5911,-0.5017,1.8133
-75,-0.3382,1.2598,-0.3422,1.2971,-0.3481,1.3903,-0.3495,1.4369,-0.3459,1.4371,-0.4396,1.5769,-0.5243,1.797
-74,-0.3527,1.2478,-0.357,1.2848,-0.3633,1.377,-0.3648,1.4232,-0.361,1.4234,-0.4584,1.5619,-0.5462,1.7797
-73,-0.3669,1.2352,-0.3714,1.2717,-0.378,1.363,-0.3797,1.4087,-0.3758,1.4089,-0.4767,1.546,-0.5676,1.7615
-72,-0.3807,1.2218,-0.3854,1.258,-0.3924,1.3483,-0.3942,1.3934,-0.3902,1.3937,-0.4945,1.5292,-0.5884,1.7422
-71,-0.3941,1.2078,-0.399,1.2436,-0.4064,1.3328,-0.4084,1.3774,-0.4043,1.3777,-0.5118,1.5117,-0.6085,1.722
-70,-0.407,1.1932,-0.4122,1.2285,-0.42,1.3167,-0.4222,1.3607,-0.4179,1.361,-0.5285,1.4933,-0.628,1.7009
-69,-0.4196,1.1779,-0.425,1.2128,-0.4332,1.2998,-0.4355,1.3433,-0.4312,1.3435,-0.5447,1.4741,-0.6468,1.6789
-68,-0.4317,1.1621,-0.4373,1.1964,-0.446,1.2822,-0.4485,1.3251,-0.4441,1.3254,-0.5602,1.4542,-0.6649,1.6561
-67,-0.4434,1.1456,-0.4492,1.1795,-0.4583,1.2641,-0.461,1.3063,-0.4565,1.3066,-0.5752,1.4335,-0.6824,1.6323
-66,-0.4546,1.1286,-0.4606,1.1619,-0.4702,1.2452,-0.473,1.2869,-0.4685,1.2871,-0.5896,1.4122,-0.6991,1.6078
-65,-0.4653,1.111,-0.4715,1.1438,-0.4816,1.2258,-0.4846,1.2668,-0.48,1.2671,-0.6033,1.3901,-0.7151,1.5825
-64,-0.4755,1.0929,-0.482,1.1252,-0.4925,1.2058,-0.4958,1.2461,-0.4911,1.2464,-0.6164,1.3674,-0.7303,1.5564
-63,-0.4853,1.0743,-0.492,1.106,-0.503,1.1852,-0.5065,1.2248,-0.5017,1.2251,-0.6289,1.3441,-0.7448,1.5296
-62,-0.4946,1.0552,-0.5015,1.0864,-0.5129,1.1641,-0.5167,1.203,-0.5118,1.2033,-0.6407,1.3201,-0.7585,1.5022
-61,-0.5033,1.0357,-0.5104,1.0662,-0.5224,1.1425,-0.5263,1.1807,-0.5214,1.181,-0.6518,1.2956,-0.7714,1.474
-60,-0.5115,1.0157,-0.5189,1.0456,-0.5313,1.1205,-0.5355,1.1578,-0.5305,1.1581,-0.6622,1.2705,-0.7836,1.4453
-59,-0.5192,0.9953,-0.5268,1.0246,-0.5397,1.0979,-0.5442,1.1345,-0.5391,1.1348,-0.672,1.2449,-0.7949,1.4159
-58,-0.5264,0.9745,-0.5342,1.0032,-0.5476,1.0749,-0.5523,1.1108,-0.5472,1.1111,-0.681,1.2188,-0.8053,1.386
-57,-0.533,0.9534,-0.541,0.9814,-0.555,1.0516,-0.5599,1.0866,-0.5548,1.0869,-0.6893,1.1923,-0.815,1.3556
-56,-0.5391,0.9319,-0.5473,0.9593,-0.5618,1.0278,-0.567,1.0621,-0.5618,1.0624,-0.697,1.1653,-0.8238,1.3247
-55,-0.5446,0.9101,-0.553,0.9368,-0.568,1.0037,-0.5734,1.0372,-0.5682,1.0375,-0.7038,1.138,-0.8317,1.2934
-54,-0.5496,0.888,-0.5582,0.9141,-0.5736,0.9793,-0.5794,1.0119,-0.5741,1.0123,-0.71,1.1103,-0.8388,1.2616
-53,-0.554,0.8656,-0.5628,0.8911,-0.5787,0.9546,-0.5847,0.9864,-0.5795,0.9867,-0.7154,1.0822,-0.845,1.2295
-52,-0.5578,0.8431,-0.5668,0.8678,-0.5832,0.9297,-0.5895,0.9606,-0.5842,0.961,-0.7201,1.0539,-0.8504,1.197
-51,-0.5611,0.8203,-0.5702,0.8443,-0.5872,0.9045,-0.5937,0.9346,-0.5884,0.9349,-0.724,1.0253,-0.8549,1.1643
-50,-0.5637,0.7973,-0.573,0.8207,-0.5905,0.8791,-0.5973,0.9083,-0.592,0.9087,-0.7272,0.9965,-0.8584,1.1313
-49,-0.5658,0.7742,-0.5753,0.7969,-0.5932,0.8536,-0.6002,0.8819,-0.5949,0.8823,-0.7296,0.9675,-0.8611,1.0981
-48,-0.5673,0.7509,-0.5769,0.7729,-0.5953,0.8279,-0.6026,0.8554,-0.5973,0.8558,-0.7312,0.9384,-0.8629,1.0648
-47,-0.5682,0.7276,-0.578,0.7489,-0.5968,0.8021,-0.6044,0.8287,-0.599,0.8291,-0.7321,0.9091,-0.8638,1.0313
-46,-0.5686,0.7042,-0.5785,0.7248,-0.5977,0.7763,-0.6055,0.802,-0.6002,0.8024,-0.7322,0.8798,-0.8638,0.9977
-45,-0.5683,0.6807,-0.5783,0.7006,-0.598,0.7504,-0.606,0.7752,-0.6007,0.7756,-0.7315,0.8504,-0.8629,0.9641
-44,-0.5674,0.6573,-0.5776,0.6765,-0.5976,0.7245,-0.6059,0.7484,-0.6006,0.7488,-0.7301,0.821,-0.8611,0.9305
-43,-0.5659,0.6338,-0.5762,0.6524,-0.5966,0.6986,-0.6052,0.7217,-0.5999,0.7221,-0.7279,0.7916,-0.8584,0.8969
-42,-0.5639,0.6104,-0.5743,0.6283,-0.595,0.6727,-0.6038,0.6949,-0.5985,0.6953,-0.725,0.7623,-0.8548,0.8634
-41,-0.5612,0.5871,-0.5717,0.6042,-0.5928,0.647,-0.6018,0.6683,-0.5965,0.6687,-0.7213,0.733,-0.8503,0.83
-40,-0.558,0.5639,-0.5686,0.5803,-0.59,0.6213,-0.5991,0.6418,-0.5939,0.6422,-0.7168,0.7039,-0.8449,0.7967
-39,-0.5542,0.5408,-0.5648,0.5566,-0.5865,0.5958,-0.5958,0.6154,-0.5906,0.6159,-0.7116,0.675,-0.8386,0.7637
-38,-0.5498,0.5179,-0.5605,0.5329,-0.5824,0.5705,-0.5919,0.5893,-0.5868,0.5897,-0.7056,0.6463,-0.8314,0.7309
-37,-0.5448,0.4951,-0.5556,0.5095,-0.5777,0.5454,-0.5873,0.5633,-0.5822,0.5637,-0.6989,0.6178,-0.8234,0.6984
-36,-0.5393,0.4726,-0.55,0.4863,-0.5723,0.5205,-0.5821,0.5376,-0.5771,0.538,-0.6915,0.5895,-0.8144,0.6662
-35,-0.5332,0.4503,-0.5439,0.4634,-0.5663,0.4959,-0.5762,0.5122,-0.5713,0.5125,-0.6833,0.5616,-0.8046,0.6344
-34,-0.5265,0.4283,-0.5373,0.4407,-0.5598,0.4716,-0.5697,0.487,-0.565,0.4874,-0.6744,0.534,-0.7939,0.6029
-33,-0.5193,0.4066,-0.53,0.4183,-0.5526,0.4476,-0.5626,0.4622,-0.558,0.4626,-0.6649,0.5068,-0.7824,0.572
-32,-0.5115,0.3852,-0.5223,0.3963,-0.5448,0.424,-0.5549,0.4378,-0.5504,0.4381,-0.6546,0.48,-0.77,0.5415
-31,-0.5033,0.3641,-0.5139,0.3746,-0.5364,0.4007,-0.5465,0.4138,-0.5422,0.4141,-0.6437,0.4536,-0.7567,0.5115
-30,-0.4945,0.3434,-0.5051,0.3533,-0.5275,0.3779,-0.5376,0.3902,-0.5334,0.3905,-0.6321,0.4277,-0.7426,0.482
-29,-0.4852,0.3231,-0.4957,0.3324,-0.518,0.3555,-0.528,0.3671,-0.5241,0.3673,-0.6199,0.4023,-0.7277,0.4532
-28,-0.4754,0.3033,-0.4858,0.3119,-0.5079,0.3336,-0.5179,0.3444,-0.5142,0.3446,-0.607,0.3775,-0.7119,0.425
-27,-0.4652,0.2838,-0.4754,0.2919,-0.4972,0.3122,-0.5072,0.3223,-0.5038,0.3224,-0.5935,0.3531,-0.6954,0.3974
-26,-0.4545,0.2649,-0.4646,0.2724,-0.4861,0.2913,-0.4959,0.3007,-0.4929,0.3008,-0.5795,0.3294,-0.678,0.3706
-25,-0.4434,0.2464,-0.4533,0.2534,-0.4744,0.2709,-0.484,0.2796,-0.4815,0.2797,-0.5649,0.3063,-0.6598,0.3445
-24,-0.4319,0.2285,-0.4416,0.235,-0.4622,0.2512,-0.4716,0.2592,-0.4697,0.2592,-0.5498,0.2839,-0.6409,0.3191
-23,-0.42,0.2111,-0.4294,0.2171,-0.4495,0.232,-0.4587,0.2394,-0.4574,0.2394,-0.5342,0.2621,-0.6212,0.2946
-22,-0.4078,0.1943,-0.4169,0.1998,-0.4364,0.2134,-0.4453,0.2202,-0.4448,0.2201,-0.5181,0.2411,-0.6007,0.2709
-21,-0.3952,0.1781,-0.404,0.1831,-0.4228,0.1955,-0.4314,0.2018,-0.4317,0.2015,-0.5016,0.2207,-0.5794,0.248
-20,-0.3824,0.1624,-0.3908,0.167,-0.4088,0.1783,-0.417,0.184,-0.4184,0.1837,-0.4847,0.2012,-0.5574,0.2261
-19,-0.3693,0.1474,-0.3774,0.1515,-0.3944,0.1618,-0.4022,0.1669,-0.4048,0.1665,-0.4675,0.1824,-0.5346,0.205
-18,-0.356,0.133,-0.3636,0.1367,-0.3797,0.146,-0.3869,0.1506,-0.391,0.15,-0.4499,0.1644,-0.5111,0.185
-17,-0.3425,0.1194,-0.3496,0.1227,-0.3645,0.1309,-0.3711,0.135,-0.3771,0.1343,-0.4321,0.1473,-0.4868,0.1658
-16,-0.3288,0.1064,-0.3354,0.1093,-0.349,0.1166,-0.355,0.1203,-0.363,0.1194,-0.414,0.131,-0.4617,0.1477
-15,-0.315,0.0941,-0.321,0.0966,-0.3331,0.1031,-0.3383,0.1063,-0.3489,0.1053,-0.3958,0.1156,-0.4359,0.1307
-14,-0.3011,0.0825,-0.3064,0.0847,-0.3169,0.0904,-0.3213,0.0932,-0.3348,0.092,-0.3774,0.1012,-0.4094,0.1146
-13,-0.2871,0.0717,-0.2917,0.0736,-0.3003,0.0785,-0.3037,0.081,-0.3207,0.0796,-0.3588,0.0876,-0.382,0.0996
-12,-0.273,0.0617,-0.2767,0.0633,-0.2833,0.0675,-0.2856,0.0696,-0.3066,0.0681,-0.34,0.0751,-0.3539,0.0858
-11,-0.2587,0.0524,-0.2614,0.0538,-0.2657,0.0573,-0.2669,0.0591,-0.2923,0.0575,-0.3211,0.0635,-0.3249,0.073
-10,-0.2441,0.044,-0.2457,0.0452,-0.2474,0.0481,-0.2474,0.0496,-0.2776,0.0478,-0.3018,0.053,-0.2951,0.0613
-9,-0.2289,0.0365,-0.2294,0.0374,-0.2283,0.0398,-0.2269,0.0411,-0.2622,0.0392,-0.2819,0.0435,-0.2644,0.0508
-8,-0.2127,0.0298,-0.2119,0.0306,-0.2078,0.0325,-0.205,0.0335,-0.2451,0.0316,-0.261,0.0352,-0.2327,0.0413
-7,-0.1949,0.024,-0.1928,0.0246,-0.1856,0.0261,-0.1813,0.0269,-0.2254,0.0251,-0.2385,0.028,-0.2,0.0331
-6,-0.1746,0.0192,-0.1711,0.0197,-0.1608,0.0207,-0.1551,0.0213,-0.201,0.0199,-0.2134,0.022,-0.1662,0.026
-5,-0.1502,0.0154,-0.1455,0.0157,-0.1325,0.0164,-0.1256,0.0168,-0.1696,0.0158,-0.1843,0.0172,-0.1312,0.02
-4,-0.1198,0.0126,-0.1142,0.0127,-0.0991,0.0131,-0.0914,0.0133,-0.1277,0.013,-0.1492,0.0137,-0.0949,0.0152
-3,-0.0808,0.0107,-0.0748,0.0107,-0.0587,0.0108,-0.051,0.0108,-0.0722,0.0114,-0.1056,0.0113,-0.0572,0.0115
-2,-0.0301,0.0097,-0.0244,0.0097,-0.0093,0.0095,-0.0024,0.0094,-0.0002,0.0107,-0.085,0.009,-0.0179,0.0089
-1,0.07,0.01,0.07,0.009,0.08,0.0102,0.086,0.0108,0.09,0.012,0.025,0.01,0.068,0.017
0,0.16,0.0082,0.17,0.0082,0.2,0.009,0.216,0.01,0.22,0.0122,0.135,0.012,0.13,0.0144
1,0.26,0.0084,0.28,0.0084,0.32,0.0092,0.34,0.011,0.348,0.014,0.245,0.013,0.252,0.023
2,0.356,0.0086,0.38,0.0086,0.43,0.0092,0.46,0.0124,0.472,0.0166,0.349,0.019,0.37,0.0322
3,0.456,0.009,0.48,0.0088,0.55,0.0122,0.58,0.0162,0.661,0.0226,0.453,0.025,0.48,0.0436
4,0.55,0.01,0.59,0.01,0.67,0.0152,0.72,0.0208,0.73,0.0292,0.535,0.036,0.6,0.0546
5,0.65,0.0118,0.7,0.0122,0.76,0.02,0.9,0.036,0.83,0.0396,0.595,0.054,0.74,0.074
