0.3,0.4,0.5,0.6,0.7,0.8
-38,-0.7865,0.6578,-0.8054,0.6768,-0.8294,0.6957,-0.8454,0.7147,-0.8718,1.25,-1.0346,0.7226
-37,-0.7771,0.6288,-0.7958,0.6469,-0.8195,0.6651,-0.8355,0.6832,-0.8615,1.24,-1.0237,0.6839
-36,-0.7669,0.6001,-0.7854,0.6174,-0.8088,0.6347,-0.8246,0.652,-0.8502,1.23,-1.0117,0.6455
-35,-0.7558,0.5718,-0.7742,0.5882,-0.7972,0.6047,-0.8129,0.6211,-0.8381,1.22,-0.9987,0.6597
-34,-0.7439,0.5437,-0.7621,0.5594,-0.7847,0.575,-0.8003,0.5906,-0.825,1.21,-0.9847,0.6412
-33,-0.7313,0.5161,-0.7492,0.5309,-0.7714,0.5458,-0.7868,0.5606,-0.8111,1.2,-0.9698,0.6227
-32,-0.7179,0.4889,-0.7354,0.5029,-0.7573,0.517,-0.7725,0.531,-0.7963,1.19,-0.9539,0.6042
-31,-0.7037,0.4622,-0.721,0.4754,-0.7424,0.4887,-0.7574,0.502,-0.7806,1.18,-0.937,0.5857
-30,-0.6887,0.4359,-0.7057,0.4484,-0.7267,0.4609,-0.7415,0.4734,-0.7641,1.17,-0.9193,0.5672
-29,-0.6731,0.4102,-0.6897,0.4219,-0.7102,0.4337,-0.7247,0.4454,-0.7468,1.16,-0.9006,0.5487
-28,-0.6567,0.385,-0.6729,0.396,-0.693,0.407,-0.7072,0.4181,-0.7287,1.15,-0.8809,0.5302
-27,-0.6396,0.3604,-0.6555,0.3707,-0.675,0.381,-0.689,0.3913,-0.7098,1.14,-0.8604,0.5117
-26,-0.6219,0.3364,-0.6373,0.3461,-0.6563,0.3557,-0.67,0.3653,-0.6902,1.13,-0.8389,0.4932
-25,-0.6035,0.3131,-0.6185,0.322,-0.637,0.331,-0.6502,0.3399,-0.6698,1.12,-0.8165,0.4747
-24,-0.5844,0.2905,-0.599,0.2987,-0.6169,0.307,-0.6298,0.3153,-0.6487,1.11,-0.7932,0.4562
-23,-0.5648,0.2685,-0.5789,0.2761,-0.5962,0.2838,-0.6087,0.2914,-0.627,1.1,-0.769,0.4377
-22,-0.5445,0.2473,-0.5581,0.2543,-0.5749,0.2613,-0.587,0.2683,-0.6045,1.09,-0.7438,0.4192
-21,-0.5237,0.2268,-0.5368,0.2332,-0.5529,0.2396,-0.5646,0.2461,-0.5815,1.08,-0.7177,0.4007
