0.3,0.35,0.4,0.45,0.5,0.6,0.7,0.8,0.85,0.9
-85,-0.2373,1.6764,-0.239,1.676,-0.247,1.726,-0.245,1.746,-0.245,1.776,-0.252,1.825,-0.253,1.875,-0.246,1.925,-0.291,1.944,-0.318,1.971
-84,-0.2611,1.6709,-0.263,1.671,-0.272,1.72,-0.27,1.74,-0.27,1.77,-0.277,1.819,-0.279,1.869,-0.27,1.918,-0.32,1.938,-0.349,1.965
-83,-0.2845,1.6643,-0.286,1.664,-0.296,1.714,-0.294,1.733,-0.294,1.763,-0.302,1.812,-0.304,1.861,-0.295,1.911,-0.348,1.93,-0.38,1.957
-82,-0.3075,1.6568,-0.309,1.657,-0.32,1.706,-0.318,1.726,-0.318,1.755,-0.327,1.804,-0.329,1.853,-0.319,1.902,-0.377,1.922,-0.41,1.948
-81,-0.3302,1.6482,-0.332,1.648,-0.344,1.697,-0.342,1.717,-0.341,1.746,-0.351,1.795,-0.353,1.843,-0.343,1.892,-0.404,1.912,-0.44,1.938
-80,-0.3525,1.6388,-0.355,1.639,-0.367,1.687,-0.365,1.707,-0.365,1.736,-0.375,1.784,-0.377,1.833,-0.366,1.881,-0.432,1.901,-0.469,1.926
-79,-0.3744,1.6283,-0.377,1.628,-0.389,1.677,-0.387,1.696,-0.387,1.725,-0.398,1.773,-0.4,1.821,-0.389,1.869,-0.458,1.889,-0.497,1.914
-78,-0.3958,1.6169,-0.398,1.617,-0.412,1.665,-0.409,1.684,-0.409,1.713,-0.421,1.76,-0.423,1.808,-0.411,1.856,-0.484,1.875,-0.525,1.9
-77,-0.4168,1.6046,-0.419,1.605,-0.434,1.652,-0.431,1.671,-0.431,1.7,-0.443,1.747,-0.446,1.795,-0.433,1.842,-0.51,1.861,-0.553,1.886
-76,-0.4372,1.5914,-0.44,1.591,-0.455,1.639,-0.452,1.657,-0.452,1.686,-0.465,1.733,-0.468,1.78,-0.455,1.827,-0.535,1.846,-0.579,1.87
-75,-0.4572,1.5772,-0.46,1.577,-0.476,1.624,-0.473,1.643,-0.473,1.671,-0.486,1.717,-0.489,1.764,-0.476,1.811,-0.559,1.829,-0.605,1.853
-74,-0.4767,1.5622,-0.48,1.562,-0.496,1.609,-0.493,1.627,-0.493,1.655,-0.507,1.701,-0.51,1.747,-0.496,1.793,-0.583,1.812,-0.631,1.835
-73,-0.4956,1.5463,-0.499,1.546,-0.515,1.592,-0.513,1.611,-0.513,1.638,-0.527,1.684,-0.531,1.729,-0.516,1.775,-0.606,1.793,-0.655,1.816
-72,-0.514,1.5296,-0.517,1.53,-0.535,1.575,-0.532,1.593,-0.532,1.62,-0.547,1.665,-0.551,1.711,-0.536,1.756,-0.628,1.774,-0.679,1.796
-71,-0.5318,1.512,-0.535,1.512,-0.553,1.557,-0.55,1.575,-0.551,1.602,-0.566,1.646,-0.57,1.691,-0.555,1.736,-0.65,1.754,-0.702,1.776
-70,-0.549,1.4937,-0.552,1.494,-0.571,1.538,-0.568,1.556,-0.569,1.582,-0.584,1.626,-0.588,1.67,-0.573,1.715,-0.67,1.732,-0.724,1.754
-69,-0.5656,1.4745,-0.569,1.474,-0.588,1.518,-0.585,1.536,-0.586,1.562,-0.602,1.605,-0.606,1.649,-0.591,1.693,-0.69,1.71,-0.745,1.731
-68,-0.5816,1.4546,-0.585,1.455,-0.605,1.498,-0.602,1.515,-0.602,1.541,-0.619,1.584,-0.624,1.627,-0.608,1.67,-0.71,1.687,-0.766,1.707
-67,-0.597,1.434,-0.6,1.434,-0.621,1.476,-0.618,1.494,-0.618,1.519,-0.636,1.561,-0.64,1.604,-0.625,1.646,-0.728,1.663,-0.785,1.683
-66,-0.6116,1.4126,-0.615,1.413,-0.636,1.454,-0.633,1.471,-0.634,1.496,-0.651,1.538,-0.656,1.58,-0.64,1.621,-0.745,1.638,-0.804,1.657
-65,-0.6257,1.3906,-0.629,1.391,-0.65,1.432,-0.648,1.448,-0.648,1.473,-0.667,1.514,-0.671,1.555,-0.655,1.596,-0.762,1.613,-0.822,1.631
-64,-0.639,1.3679,-0.642,1.368,-0.664,1.409,-0.661,1.425,-0.662,1.449,-0.681,1.489,-0.686,1.53,-0.67,1.57,-0.778,1.586,-0.839,1.604
-63,-0.6516,1.3445,-0.655,1.345,-0.677,1.384,-0.675,1.4,-0.675,1.424,-0.694,1.464,-0.7,1.504,-0.684,1.543,-0.793,1.559,-0.855,1.577
-62,-0.6636,1.3206,-0.667,1.321,-0.689,1.36,-0.687,1.375,-0.688,1.399,-0.707,1.438,-0.713,1.477,-0.697,1.516,-0.807,1.531,-0.87,1.548
-61,-0.6748,1.2961,-0.678,1.296,-0.701,1.335,-0.699,1.35,-0.7,1.373,-0.719,1.411,-0.725,1.449,-0.709,1.488,-0.82,1.503,-0.884,1.519
